Time (msec),Accelerator Pedal Angle (%),Battery Voltage (V),CL/OL Fueling* (status),Combined Throttle Request (D2WD610H diagnostic)* (%),Coolant Temperature (C),Effective Idle Speed Target (D2WD610H diagnostic)* (rpm),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Pulse Width (4-byte)* (ms),Idle Air Feedback Flags (D2WD610H diagnostic)* (raw flags),Ignition Total Timing (degrees),Intake Air Temperature (C),Manifold Absolute Pressure (kPa),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
95919,0.00,14.40,7,4.27,57,865.4,0.71,780,12.69,17600,1.10,2.5943,13,15.00,26,44,9.62,4.31,0.1188
96022,0.00,14.40,7,4.24,57,865.4,0.71,821,13.02,19712,1.06,2.4718,13,15.00,26,41,9.51,4.31,0.0571
96127,0.00,14.32,7,4.26,57,865.3,0.70,848,13.12,20480,1.03,2.4032,13,15.00,26,39,9.32,4.31,0.0351
96232,0.00,14.24,7,4.26,57,865.3,0.69,854,13.12,20672,1.00,2.2870,13,15.00,26,38,9.01,4.31,0.0124
96337,0.00,14.16,7,4.25,57,865.2,0.67,828,13.11,20288,1.00,2.1970,13,15.00,26,36,8.65,4.31,-0.0073
96442,0.00,14.24,7,4.24,57,865.1,0.65,810,13.57,23360,0.99,2.1147,13,15.00,26,36,8.10,4.31,-0.0118
96545,0.00,14.24,7,4.25,57,865.1,0.64,786,13.58,23296,0.99,2.0595,13,15.00,26,36,7.65,4.31,-0.0163
96650,0.00,14.16,7,4.27,57,865.0,0.62,758,13.56,23360,1.00,2.0312,13,15.00,26,36,7.49,4.31,-0.0120
96753,0.00,14.16,7,4.27,57,865.0,0.62,734,13.11,20224,1.01,2.0145,13,15.00,26,36,7.27,4.31,-0.0074
96857,0.00,14.16,7,4.30,57,865.0,0.61,706,13.12,20480,1.02,2.0192,13,15.00,26,37,7.16,4.31,0.0039
96962,0.00,14.24,7,4.35,57,865.1,0.61,696,13.13,20672,1.02,2.0362,13,15.00,26,38,7.22,4.31,0.0140
97065,0.00,14.40,7,4.36,57,865.2,0.61,687,13.09,20352,1.02,2.0450,13,15.00,26,38,7.15,4.31,0.0138
97169,0.00,14.32,7,4.37,57,865.3,0.62,682,13.11,20288,1.05,2.0995,13,15.00,26,39,7.31,4.31,0.0342
97273,0.00,14.16,7,4.35,57,865.4,0.62,681,13.12,20480,1.05,2.1410,13,15.00,26,40,7.38,4.31,0.0418
97376,0.00,14.32,7,4.36,57,865.4,0.63,684,13.12,20608,1.05,2.1627,13,15.00,26,40,7.48,4.31,0.0432
97481,0.00,14.24,7,4.32,57,865.4,0.64,698,13.12,20288,1.05,2.1920,13,15.00,26,40,7.71,4.31,0.0442
97585,0.00,14.40,7,4.31,57,865.5,0.65,711,13.12,20224,1.05,2.2168,13,15.00,26,40,7.89,4.31,0.0450
97689,0.00,14.48,7,4.30,57,865.3,0.65,725,12.58,17024,1.04,2.2237,13,15.00,26,40,8.03,4.31,0.0392
97793,0.00,14.40,7,4.28,57,865.2,0.65,748,12.82,18624,1.02,2.1905,13,15.00,26,40,8.09,4.31,0.0180
97896,0.00,14.32,7,4.27,57,865.2,0.65,756,13.12,20352,1.02,2.1877,13,15.00,26,39,8.19,4.31,0.0169
98001,0.00,14.40,7,4.27,57,865.3,0.65,766,13.11,20224,1.02,2.1760,13,15.00,26,38,8.15,4.31,0.0153
98105,0.00,14.32,7,4.26,57,865.2,0.65,774,12.86,18880,1.00,2.1248,13,15.00,26,38,8.08,4.31,-0.0009
98208,0.00,14.40,7,4.26,57,865.1,0.64,781,13.11,20288,1.00,2.1005,13,15.00,26,37,7.99,4.31,-0.0035
98312,0.00,14.32,7,4.26,57,865.2,0.63,773,13.13,20608,1.00,2.0690,13,15.00,26,37,7.86,4.31,-0.0084
98416,0.00,14.40,7,4.25,57,865.2,0.63,769,13.12,20480,1.00,2.0438,13,15.00,26,37,7.74,4.31,-0.0104
98521,0.00,14.40,7,4.27,57,865.3,0.62,771,13.11,20352,1.00,2.0190,13,15.00,26,36,7.65,4.31,-0.0123
98624,0.00,14.40,7,4.26,57,865.2,0.61,768,13.13,20480,0.99,2.0020,13,15.00,26,36,7.64,4.31,-0.0116
98728,0.00,14.40,7,4.26,57,865.1,0.61,766,13.38,22016,0.99,1.9808,13,15.00,26,36,7.52,4.31,-0.0138
98832,0.00,14.32,7,4.28,57,865.1,0.61,753,13.12,20224,1.01,1.9943,13,15.00,26,36,7.46,4.31,0.0000
98937,0.00,14.24,7,4.28,57,865.0,0.60,748,13.10,20352,1.01,1.9830,13,15.00,26,36,7.43,4.31,0.0000
99039,0.00,14.16,7,4.12,57,865.0,0.60,751,13.12,20224,1.01,1.9745,13,15.00,26,36,7.37,4.31,0.0000
99144,0.00,14.16,7,4.13,57,865.0,0.60,745,13.11,20416,1.01,1.9688,9,15.00,26,36,7.46,3.92,0.0000
99248,0.00,14.16,7,4.12,57,865.0,0.60,749,13.09,20224,1.01,1.9632,9,15.00,26,36,7.42,3.92,0.0000
99355,0.00,14.16,7,4.11,57,865.0,0.59,751,13.09,20352,1.01,1.9530,9,15.00,26,36,7.19,3.92,0.0000
99457,1.18,14.08,7,6.35,57,864.9,0.59,753,13.12,20416,1.01,1.9445,0,15.00,26,36,7.26,5.10,0.0000
99561,2.35,14.08,7,8.95,57,864.9,0.60,756,13.12,20224,1.07,1.9498,0,14.00,26,43,7.88,7.06,0.0000
99664,5.49,14.16,7,12.30,57,864.9,0.63,793,13.10,20288,1.18,2.2735,0,14.00,26,53,9.87,9.80,0.1170
99769,9.02,14.24,7,16.50,57,864.9,0.69,865,13.12,20352,1.25,2.7498,0,6.50,26,71,12.56,14.51,0.2009
99872,10.98,14.16,7,16.92,57,864.9,0.80,999,13.12,20224,1.28,3.2615,0,8.00,26,80,17.20,17.25,0.2753
99977,10.98,14.40,7,17.50,57,864.9,0.94,1091,13.11,20352,1.28,3.8570,0,10.50,26,82,21.47,17.65,0.2527
100080,10.98,14.32,7,18.16,57,864.9,1.03,1170,14.04,26560,1.28,4.2835,0,11.00,26,83,23.69,18.43,0.1984
100185,10.98,14.32,7,18.64,57,864.9,1.12,1236,14.85,31936,1.27,4.6253,0,18.50,26,83,25.58,18.82,0.1698
100288,10.98,14.32,7,19.11,57,864.9,1.18,1306,18.55,56192,1.25,4.8333,0,17.50,26,83,28.02,19.22,0.1449
100392,10.98,14.32,7,20.44,57,864.9,1.23,1265,18.57,56192,1.24,4.9843,0,17.00,26,84,28.53,20.39,0.1224
100497,10.98,14.32,7,20.57,57,864.9,1.24,1214,18.55,56192,1.23,5.0220,0,17.00,26,87,26.91,21.18,0.1001
100600,10.98,14.32,7,20.19,57,864.9,1.26,1169,0.00,62720,1.22,5.0198,0,17.00,26,88,25.65,21.18,0.0866
100704,10.59,14.32,7,20.06,57,864.9,1.26,1109,0.00,59904,1.21,5.0063,0,17.00,26,88,24.70,20.78,0.0820
100808,10.59,14.40,7,19.80,57,865.1,1.27,1059,18.57,56128,1.21,5.0057,0,17.00,26,89,23.37,20.78,0.0727
100912,10.59,14.24,7,19.27,57,865.0,1.27,1036,17.60,49728,1.20,4.9930,0,17.00,26,89,22.05,20.39,0.0686
101016,10.20,14.24,7,19.02,57,865.0,1.27,980,16.58,43008,1.20,4.9737,0,17.00,26,90,21.45,20.00,0.0657
101120,10.20,14.32,7,18.91,57,865.0,1.26,943,16.58,43200,1.19,4.9410,0,17.00,26,90,20.02,20.00,0.0614
101223,10.20,14.32,7,18.80,57,865.0,1.26,960,16.57,43072,1.19,4.9058,0,17.00,26,90,19.36,19.61,0.0570
101328,10.20,14.40,7,18.69,57,865.0,1.26,1068,16.58,43136,1.18,4.8735,0,17.00,26,88,20.74,19.61,0.0503
101431,10.20,14.24,7,19.14,57,864.9,1.26,1112,16.36,41536,1.18,4.8507,0,17.00,26,87,22.97,19.61,0.0443
101536,10.98,14.24,7,24.30,57,864.9,1.26,1111,16.37,41856,1.17,4.8340,0,17.00,26,88,23.07,20.39,0.0404
101639,18.82,14.24,7,33.89,57,864.9,1.27,1179,15.59,36672,1.20,4.9318,0,17.00,26,93,24.18,28.24,0.0479
101744,27.84,14.24,7,37.56,57,864.9,1.31,1278,16.13,40320,1.21,5.1520,0,16.50,26,95,28.44,37.65,0.0693
101847,29.41,14.32,7,37.60,57,864.9,1.34,1272,16.08,39680,1.21,5.3080,0,16.50,26,95,30.28,39.22,0.0665
101951,29.41,14.24,7,37.52,57,864.9,1.36,1312,16.09,40064,1.21,5.3813,0,16.00,26,95,30.16,39.22,0.0588
102056,29.41,14.24,7,37.52,57,864.9,1.39,1418,16.58,43200,1.20,5.4400,0,15.00,26,95,31.77,39.22,0.0519
102159,29.41,14.24,7,37.61,57,864.9,1.40,1484,16.58,43008,1.20,5.4817,0,15.00,26,95,34.93,39.22,0.0433
102262,29.41,14.32,7,37.51,57,864.9,1.41,1499,16.37,41728,1.20,5.5198,0,14.50,26,95,35.47,39.22,0.0377
102367,29.41,14.32,7,37.49,57,864.9,1.42,1557,16.33,41600,1.20,5.5450,0,14.50,26,95,36.38,39.22,0.0348
102471,29.41,14.24,7,37.56,57,864.9,1.43,1666,16.60,43456,1.19,5.5755,0,14.50,26,95,39.16,39.22,0.0301
102576,29.41,14.24,7,37.36,57,864.9,1.44,1700,16.58,43072,1.20,5.6067,0,15.00,26,96,40.99,39.22,0.0211
102679,29.41,14.24,7,37.43,57,864.9,1.45,1730,16.57,43072,1.19,5.6205,0,14.50,26,96,41.43,39.22,0.0193
102783,29.41,14.24,7,37.46,57,864.9,1.46,1836,16.60,43264,1.19,5.6517,0,15.00,26,96,43.36,39.22,0.0171
102886,29.41,14.32,7,37.40,57,864.9,1.47,1905,16.59,43136,1.19,5.6890,0,15.00,26,96,46.60,39.22,0.0149
102991,29.41,14.24,7,37.36,57,864.9,1.48,1932,16.57,43008,1.19,5.7310,0,15.00,26,96,47.47,39.22,0.0135
103095,29.41,14.32,7,37.36,57,864.9,1.48,2001,16.11,40128,1.19,5.7678,0,15.00,26,96,48.58,39.22,0.0120
103199,29.41,14.32,7,37.30,57,864.8,1.49,2083,15.60,36800,1.19,5.8108,0,15.00,26,96,51.50,39.22,0.0105
103303,29.41,14.32,7,37.24,57,864.6,1.50,2106,16.56,43008,1.19,5.8575,0,15.00,26,97,52.41,38.82,0.0093
103407,29.41,14.32,7,37.07,57,864.6,1.51,2164,14.57,29952,1.20,5.9043,0,15.00,26,97,53.98,39.22,0.0086
103510,29.41,14.24,7,37.14,57,864.6,1.52,2220,14.60,29952,1.20,5.9515,0,15.00,26,97,55.83,38.82,0.0078
103615,29.41,14.24,7,37.12,57,864.5,1.54,2277,14.11,27072,1.20,6.0125,0,15.00,26,97,58.58,38.82,0.0070
103718,29.41,14.24,7,37.07,57,864.4,1.55,2317,14.09,26624,1.20,6.0715,0,15.00,26,97,59.93,38.82,0.0064
103822,29.41,14.24,7,37.83,57,864.4,1.56,2369,13.73,24448,1.20,6.1223,0,15.00,26,97,61.40,38.82,0.0059
103926,30.59,14.24,7,38.64,57,864.4,1.56,2418,13.58,23488,1.21,6.1792,0,15.00,26,98,63.26,40.00,0.0054
104031,31.76,14.32,7,41.04,57,864.4,1.58,2482,13.56,23360,1.22,6.2568,0,15.00,26,98,65.47,41.18,0.0052
104135,33.33,14.24,7,41.04,57,864.4,1.61,2532,13.57,23296,1.22,6.4080,0,15.00,26,99,67.39,42.75,0.0142
104238,33.33,14.24,7,41.02,57,864.3,1.62,2570,13.58,23488,1.22,6.4863,0,15.00,26,99,69.91,43.14,0.0055
104344,33.33,14.24,7,40.98,57,864.2,1.64,2655,13.07,20160,1.22,6.5820,0,15.00,26,99,71.95,42.75,0.0137
104448,33.33,14.24,7,41.03,57,864.0,1.65,2686,12.86,18752,1.22,6.5775,0,15.00,26,99,74.37,42.75,0.0049
104553,33.33,14.24,7,40.90,57,864.0,1.66,2730,13.11,20416,1.23,6.6455,0,15.00,26,99,75.95,42.75,0.0046
104657,33.33,14.24,7,40.95,57,863.9,1.68,2786,13.12,20352,1.23,6.7030,0,15.00,26,100,76.73,42.75,0.0044
104762,33.33,14.24,7,41.46,57,863.9,1.68,2868,13.10,20288,1.23,6.7577,0,15.50,26,99,79.59,42.75,0.0040
104866,33.73,14.24,7,43.40,57,863.8,1.70,2895,13.11,20416,1.23,6.8262,0,15.50,26,100,82.43,43.14,0.0038
104971,37.25,14.24,7,49.31,57,863.8,1.72,2907,13.13,20480,1.26,6.9943,0,15.00,26,103,84.04,48.24,0.0041
105076,41.57,14.16,7,49.88,57,863.7,1.80,3026,13.56,23360,1.29,7.5420,0,15.00,25,103,90.87,52.16,0.0386
105180,41.57,14.16,7,49.98,57,863.7,1.87,3121,13.11,20352,1.29,7.8480,0,14.50,25,104,99.56,52.16,0.0277
105283,41.57,14.24,7,47.64,57,863.7,1.92,3106,13.12,20224,1.30,8.1315,0,14.50,25,105,100.60,52.16,0.0286
105388,32.94,14.24,7,10.82,57,863.7,1.97,3158,12.58,17088,1.13,8.2628,0,14.00,25,90,104.34,40.78,0.0227
105491,2.35,14.16,7,8.48,57,863.7,1.61,3110,12.54,16704,0.62,3.9968,0,18.00,25,46,66.41,10.98,-0.4681
105596,0.00,14.24,7,8.02,57,863.5,1.11,2905,12.32,15296,0.61,0.0000,0,21.00,25,34,36.64,8.24,-0.6129
105700,0.00,14.16,7,7.77,57,863.5,0.79,2726,13.01,19840,0.73,0.0000,0,28.50,25,26,26.19,8.24,-0.3483
105804,0.00,14.24,7,7.53,57,863.4,0.57,2653,14.01,26176,0.80,0.0000,13,32.50,25,22,18.30,7.84,-0.2268
105908,0.00,14.32,7,7.42,57,863.3,0.45,2561,14.08,26816,0.87,0.0000,13,31.50,25,21,15.20,7.45,-0.1775
106011,0.00,14.24,7,7.71,57,863.2,0.38,2492,13.12,20480,0.93,0.0000,13,28.50,26,20,13.94,7.45,-0.1112
106116,2.75,14.32,7,13.95,57,863.2,0.35,2366,12.58,17088,1.01,1.0995,4,26.50,26,23,12.96,9.41,-0.0594
106220,7.84,14.32,7,15.36,57,863.1,0.40,2286,13.09,20288,1.36,1.5833,4,28.50,26,39,17.56,14.90,0.1675
106324,9.02,14.08,7,16.15,57,863.1,0.60,2188,13.12,20544,1.35,2.6880,4,28.00,26,51,29.90,16.08,0.4001
106430,9.80,14.24,7,16.38,57,863.0,0.81,2092,13.12,20288,1.22,3.2740,4,26.00,25,59,37.94,16.86,0.2808
106533,10.59,14.24,7,17.44,57,862.8,0.99,2016,14.32,28288,1.24,3.9718,4,21.00,25,64,40.67,17.25,0.1878
106638,12.16,14.24,7,19.87,57,862.7,1.12,2088,15.31,34880,1.24,4.5038,4,8.00,25,70,42.61,19.22,0.1387
106741,13.33,14.24,7,21.20,57,862.6,1.23,2109,15.60,36672,1.24,4.9295,4,21.00,25,76,47.18,20.78,0.1238
106847,15.29,14.24,7,23.62,57,862.6,1.29,2089,15.59,36800,1.22,5.1560,4,19.50,25,81,47.59,22.35,0.0901
106950,18.43,14.24,7,25.86,57,862.6,1.32,2133,15.57,36480,1.20,5.2035,4,19.00,25,87,47.50,25.49,0.0636
107055,20.39,14.32,7,27.79,57,862.5,1.35,2129,15.58,36352,1.21,5.3125,4,18.50,25,90,49.30,27.84,0.0593
107159,22.35,14.16,7,30.82,58,862.3,1.38,2153,15.59,36608,1.22,5.4875,4,18.00,25,93,51.51,30.59,0.0603
107263,24.31,14.24,7,31.69,58,862.2,1.44,2210,15.58,36480,1.22,5.7058,4,17.50,25,94,54.81,32.16,0.0570
107367,25.88,14.32,7,35.07,58,862.2,1.46,2188,15.55,36544,1.22,5.8468,4,16.50,25,96,54.39,33.73,0.0477
107471,30.20,14.24,7,38.82,58,862.1,1.49,2236,15.41,35328,1.23,6.0020,4,16.50,25,98,56.87,38.43,0.0453
107574,34.90,14.08,7,51.99,58,862.0,1.53,2239,14.74,31168,1.24,6.1902,4,15.50,25,100,59.02,43.92,0.0441
107679,47.45,14.24,7,54.34,58,861.9,1.58,2279,14.13,27072,1.26,6.4352,4,15.00,25,101,61.88,56.08,0.0443
107783,47.84,14.24,7,59.72,58,861.9,1.63,2314,13.15,20480,1.26,6.6445,4,14.50,25,102,64.17,57.65,0.0426
107887,52.94,14.16,7,59.75,58,861.9,1.68,2326,13.12,20288,1.27,6.8688,4,14.50,25,102,66.54,62.35,0.0419
107991,52.94,14.08,7,59.76,58,861.9,1.71,2358,13.10,20288,1.26,7.0255,4,14.00,25,103,67.48,62.35,0.0298
108094,52.55,14.32,7,59.52,58,861.8,1.74,2378,13.11,20224,1.27,7.1745,4,14.00,25,103,69.92,62.35,0.0305
108199,51.76,14.24,7,53.72,58,861.7,1.76,2426,13.11,20416,1.26,7.2565,4,14.00,25,103,70.79,60.78,0.0263
108302,45.88,14.24,7,48.27,58,861.5,1.77,2445,13.11,20288,1.25,7.2542,4,14.00,25,103,71.32,54.90,0.0148
108406,39.61,14.24,7,45.26,58,861.4,1.77,2453,12.57,16640,1.23,7.2215,4,14.00,25,102,73.17,49.02,0.0119
108511,37.65,14.24,7,43.39,58,861.4,1.75,2463,12.11,13824,1.24,7.1342,4,14.00,25,102,71.31,46.27,0.0089
108616,36.47,14.16,7,43.45,58,861.4,1.75,2533,12.08,13632,1.24,7.0685,4,14.50,25,102,71.41,45.10,0.0064
108720,36.47,14.24,7,43.13,58,861.3,1.74,2495,11.86,12096,1.24,7.0228,4,14.50,25,102,72.73,45.49,0.0047
108825,36.47,14.32,7,43.51,58,861.3,1.75,2565,12.57,16640,1.24,7.0697,4,14.50,25,102,74.43,45.49,0.0045
108929,36.47,14.16,7,43.28,58,861.1,1.75,2558,12.59,16896,1.24,7.1290,4,14.50,25,103,75.98,45.49,0.0043
109034,36.47,14.16,7,43.65,58,860.9,1.76,2593,12.57,16768,1.24,7.1540,4,14.50,25,102,74.83,45.49,0.0039
109138,36.08,14.24,7,43.41,58,860.9,1.78,2626,12.35,15424,1.24,7.2153,4,14.50,25,103,78.90,45.49,0.0037
109242,36.47,14.24,7,43.71,58,860.8,1.79,2648,12.81,18624,1.26,7.2440,4,14.50,25,103,76.67,45.49,0.0035
109346,36.47,14.32,7,43.79,58,860.8,1.79,2677,12.09,13760,1.26,7.2980,4,14.50,25,103,78.95,45.88,0.0035
109450,36.47,14.24,7,39.56,58,860.7,1.80,2712,12.08,13760,1.26,7.3543,4,14.50,25,103,80.90,45.88,0.0033
109554,23.92,14.24,7,10.40,58,860.6,1.79,2730,12.09,13568,1.12,7.0433,4,14.50,25,88,80.79,31.37,-0.0217
109658,1.96,14.32,7,7.50,58,860.6,1.57,2624,12.10,13568,0.81,4.7858,4,16.50,25,50,60.68,10.59,-0.2560
109761,0.00,14.24,7,7.01,58,860.6,1.22,2438,12.09,13696,0.66,2.7368,4,16.00,25,35,37.56,7.84,-0.4503
109865,0.00,14.08,7,6.54,58,860.4,0.88,2248,14.06,26816,0.71,0.0000,4,22.50,25,29,22.48,7.45,-0.3872
109970,0.00,14.24,7,6.62,58,860.3,0.67,2053,15.09,33408,0.81,0.0000,45,25.00,25,24,16.45,6.67,-0.2393
110073,0.00,14.32,7,6.76,58,860.2,0.54,1905,15.59,36608,0.86,0.0000,13,15.00,25,23,13.27,6.67,-0.1730
110177,0.00,14.32,7,6.10,58,860.2,0.47,1780,14.57,30144,0.92,0.0000,13,20.00,25,23,11.67,6.67,-0.1215
110283,0.78,14.32,7,7.46,58,860.1,0.43,1690,14.10,27008,0.95,1.3428,4,25.00,25,23,11.27,6.67,-0.0711
110386,1.96,14.24,7,9.12,58,860.1,0.42,1559,13.58,23488,1.03,1.3795,4,24.50,25,27,10.93,7.84,-0.0282
110490,5.10,14.24,7,13.47,58,860.0,0.45,1488,13.10,20352,1.17,1.5870,4,25.00,25,38,12.42,10.59,0.0788
110594,8.63,14.24,7,13.98,58,860.0,0.56,1556,13.12,20480,1.37,2.3055,4,23.50,25,51,18.14,14.12,0.2848
110698,9.02,14.24,7,14.98,58,859.8,0.74,1860,13.11,20288,1.27,3.1318,4,12.50,25,57,28.31,14.90,0.3494
110801,9.02,14.24,7,15.28,58,859.8,0.92,2097,12.32,15232,1.20,3.5922,4,12.00,25,58,37.38,15.69,0.1981
110906,9.02,14.16,7,15.37,58,859.7,1.02,2050,13.46,22656,1.20,3.9588,4,21.00,25,59,39.84,16.08,0.1193
111010,9.02,14.24,7,15.16,58,859.6,1.09,1947,14.59,30016,1.20,4.2785,4,19.00,25,61,39.56,15.69,0.0982
111114,9.02,14.24,7,15.38,58,859.5,1.15,2015,15.13,33728,1.18,4.4253,4,19.50,25,60,39.26,15.69,0.0785
111219,9.02,14.24,7,15.64,58,859.4,1.16,1977,14.58,30080,1.17,4.4550,4,20.00,25,61,39.78,15.69,0.0548
111323,9.80,14.24,7,16.66,58,859.4,1.17,2012,13.89,25408,1.17,4.4973,4,20.00,25,63,39.26,16.47,0.0484
111427,10.59,14.08,7,17.29,58,859.4,1.20,2003,13.42,22400,1.18,4.5963,4,20.50,25,65,41.36,17.25,0.0487
111530,11.37,14.24,7,18.14,58,859.4,1.23,2025,13.35,21760,1.18,4.7405,4,20.50,25,68,42.08,18.43,0.0507
111635,12.16,14.24,7,18.16,58,859.3,1.27,2023,13.09,20224,1.19,4.8907,4,20.00,25,70,44.34,18.82,0.0506
111739,11.76,14.24,7,18.28,58,859.3,1.29,2031,13.11,20416,1.18,5.0133,4,19.50,25,71,44.81,18.82,0.0465
111842,11.76,14.24,7,18.17,58,859.3,1.32,2033,13.11,20416,1.17,5.0575,4,19.00,25,71,45.37,18.82,0.0347
111946,12.16,14.32,7,18.15,58,859.3,1.33,2044,13.11,20224,1.17,5.0507,4,19.00,25,71,45.16,18.82,0.0235
112051,11.76,14.24,7,18.18,58,859.3,1.33,2062,13.09,20416,1.17,5.0655,4,19.00,25,71,45.60,18.82,0.0201
112154,11.76,14.24,7,18.22,58,859.1,1.33,2056,13.12,20416,1.16,5.0670,4,18.50,25,71,45.48,18.82,0.0177
112258,11.76,14.24,7,18.21,58,859.0,1.33,2080,13.12,20416,1.16,5.0587,4,19.00,25,71,46.25,18.82,0.0148
112362,11.76,14.32,7,18.22,58,858.9,1.33,2076,12.56,16768,1.16,5.0468,4,19.00,25,71,45.94,18.82,0.0127
112466,11.76,14.24,7,18.24,58,858.9,1.33,2070,12.57,16640,1.16,5.0340,4,19.00,25,71,46.07,18.82,0.0106
112570,11.76,14.24,7,18.25,58,858.8,1.33,2090,12.58,17088,1.15,5.0255,4,19.00,25,71,46.34,18.82,0.0087
112674,12.16,14.24,7,18.28,58,858.8,1.33,2099,12.56,16768,1.15,5.0170,4,19.00,25,71,46.59,18.82,0.0074
112778,11.76,14.24,7,18.29,58,858.7,1.33,2120,12.56,16832,1.15,5.0095,4,19.00,25,71,47.01,18.82,0.0062
112881,11.76,14.24,7,18.29,58,858.7,1.33,2117,12.08,13696,1.15,5.0042,4,19.00,25,71,46.80,18.82,0.0050
112986,11.76,14.24,7,18.37,58,858.7,1.33,2120,11.86,12160,1.15,4.9992,4,19.00,25,71,46.98,18.82,0.0043
113090,11.76,14.24,7,18.31,58,858.7,1.33,2149,12.56,16832,1.15,4.9940,4,19.00,25,71,47.54,18.82,0.0036
113194,11.76,14.32,7,18.34,58,858.6,1.33,2150,12.10,13760,1.15,4.9840,4,19.00,25,70,47.27,18.82,0.0028
113297,11.76,14.32,7,18.33,58,858.6,1.33,2144,12.28,14848,1.15,4.9790,4,19.00,25,71,47.07,18.82,0.0023
113402,11.76,14.08,7,18.50,58,858.6,1.33,2148,12.40,15680,1.15,4.9735,4,19.00,25,70,47.83,18.82,0.0019
113506,11.76,14.24,7,18.80,58,858.6,1.33,2180,12.09,13760,1.15,4.9743,4,19.00,25,71,47.99,19.22,0.0016
113609,12.16,14.32,7,18.83,58,858.6,1.33,2185,12.10,13568,1.15,4.9808,4,19.00,25,71,48.16,19.61,0.0014
113713,12.55,14.24,7,21.05,58,858.6,1.33,2176,12.10,13760,1.15,5.0050,4,19.00,25,74,48.15,20.00,0.0016
113818,14.90,14.24,7,21.39,58,858.4,1.35,2200,12.09,13696,1.15,5.0622,4,19.00,25,78,49.90,21.96,0.0023
113922,14.90,14.32,7,21.67,58,858.5,1.36,2191,12.57,16832,1.15,5.1063,4,18.50,25,80,50.01,22.35,0.0028
114025,15.29,14.24,7,21.97,58,858.3,1.36,2234,12.58,16896,1.15,5.1245,4,18.50,25,80,50.11,22.35,0.0027
114129,15.29,14.32,7,21.96,58,858.3,1.36,2232,13.10,20224,1.15,5.1333,4,18.50,25,81,50.28,22.75,0.0024
114233,15.29,14.24,7,22.01,58,858.2,1.36,2240,13.08,19968,1.15,5.1355,4,18.50,25,81,50.79,22.75,0.0021
114336,15.29,14.24,7,22.04,58,858.1,1.36,2240,13.12,20672,1.15,5.1370,4,18.50,25,81,50.91,22.75,0.0018
114440,15.29,14.24,7,21.51,58,858.1,1.36,2271,13.12,20416,1.15,5.1378,4,18.50,25,81,51.35,22.75,0.0015
114545,14.90,14.32,7,21.50,58,858.0,1.36,2269,13.09,20224,1.15,5.1393,4,18.50,25,80,51.49,22.35,0.0013
114648,14.90,14.32,7,21.54,58,858.0,1.36,2288,13.11,20352,1.15,5.1405,4,18.50,25,80,51.95,22.35,0.0011
114752,14.90,14.32,7,21.54,58,858.0,1.36,2292,13.10,20416,1.15,5.1420,4,18.50,25,80,52.16,22.35,0.0010
114857,14.90,14.32,7,21.59,58,858.0,1.37,2320,13.12,20608,1.15,5.1433,4,19.00,25,79,52.68,22.35,0.0008
114960,14.90,14.32,7,21.58,58,858.0,1.37,2324,13.08,20160,1.15,5.1440,4,19.00,25,80,52.61,22.35,0.0007
115065,14.90,14.24,7,21.65,58,857.9,1.37,2340,12.87,18752,1.15,5.1445,4,19.00,25,79,53.25,22.35,0.0006
115169,14.90,14.24,7,21.64,58,857.9,1.37,2349,13.11,20224,1.15,5.1430,4,19.00,25,79,53.36,22.35,0.0000
115273,14.90,14.00,7,21.65,58,857.9,1.37,2361,12.56,16640,1.15,5.1437,4,19.00,25,79,53.64,22.75,0.0000
115378,14.90,14.24,7,21.67,58,857.9,1.37,2392,12.57,16832,1.15,5.1437,4,19.00,25,79,53.86,22.35,0.0000
115482,13.73,14.32,7,18.60,58,857.9,1.37,2410,12.56,16640,1.15,5.1440,4,19.00,25,76,54.25,21.18,0.0000
115587,11.76,14.24,7,18.56,58,857.9,1.36,2387,12.77,18304,1.13,5.1175,4,19.00,25,71,54.16,19.22,0.0000
115690,11.76,14.32,7,18.19,58,857.9,1.33,2404,12.56,16832,1.12,4.8955,4,19.50,25,69,52.58,19.22,-0.0273
115795,10.59,14.24,7,17.51,58,857.9,1.31,2418,12.11,13824,1.11,4.8100,4,20.00,25,66,51.75,18.43,-0.0218
115900,10.59,14.32,7,16.67,58,857.9,1.28,2419,12.10,13632,1.11,4.6277,4,20.50,25,64,50.12,18.04,-0.0367
116004,9.80,14.24,7,16.52,58,857.7,1.24,2448,12.09,13696,1.09,4.4793,4,21.50,25,61,48.83,17.25,-0.0349
116108,9.80,14.24,7,16.54,58,857.6,1.21,2426,12.10,13760,1.09,4.3148,4,22.00,25,60,47.92,17.25,-0.0388
116211,9.80,14.32,7,16.55,58,857.5,1.19,2440,12.10,13568,1.10,4.2378,4,22.50,25,59,47.32,17.25,-0.0284
116316,9.80,14.24,7,16.51,58,857.5,1.16,2422,12.09,13568,1.12,4.1615,4,22.50,25,59,46.33,17.25,-0.0235
